
6946992000,DEPOSIT,90700163030300400008468018530003000,7,955.29
6946905600,WITHDRAW,60000390034200419509910092018465045,7,649.02
6978268800,WITHDRAW,090170000000409300801070530609207,484.01
6947078400,DEPOSIT,608002580000304019002380450690004048,108.27
6947251200,WITHDRAW,090991700000004093008010705306092070,664.72
6978614400,DEPOSIT,300104630001004530005900650805700060,444.51
6978528000,WITHDRAW,300104630001004530005900650805700060,747.9
6946646400,DEPOSIT,600003900342004195099100920184650457,526.29
6978096000,WITHDRAW,510002740070104480080040093020047800,928.45
6978096000,DEPOSIT,300104630001004530005900650805700060,597.78
6946732800,DEPOSIT,230800000172504282084010200418075682,119.75
6946560000,WITHDRAW,006300300330004036002000000206499364,393.99
6946905600,DEPOSIT,000707030903804300083000770090045009,902.92
6947164800,WITHDRAW,510002740070104480080040093020047800,820.92
6977836800,WITHDRAW,600003900342004195099100920184650457,969.4
6978009600,DEPOSIT,499100710008004009081010907900028005,401.1
6978700800,DEPOSIT,084043040063404057006440990208840870,441.93
6946905600,WITHDRAW,300104630001004530005900650805700060,581.25
6946732800,WITHDRAW,499100710008004009081010907900028005,502.86
6977923200,WITHDRAW,506005040003004800090350030990030271,857.28
6978614400,WITHDRAW,090991700000004093008010705306092070,593.9
6978700800,WITHDRAW,510002740070104480080040093020047800,993.96
6978614400,WITHDRAW,600003900342004195099100920184650457,367.09
6947078400,WITHDRAW,300104630001004530005900650805700060,633.8
6978700800,WITHDRAW,230800000172504282084010200418075682,363.01
6947078400,WITHDRAW,084043040063404057006440990208840870,546.72
6946732800,WITHDRAW,006300300330004036002000000206499364,479.63
6978355200,DEPOSIT,084043040063404057006440990208840870,635.95
6978182400,WITHDRAW,300104630001004530005900650805700060,640.58
6946819200,DEPOSIT,099006470140004001009000000604606030,350.88
1609459200,DEPOSIT,006300300330004036002000000206499364,818.94
6978614400,DEPOSIT,489100550007304000001060635500801303,635.2
1609459200,DEPOSIT,010314910112004000007300040000433979,736.05
6946560000,WITHDRAW,300104630001004530005900650805700060,220.21
6978182400,DEPOSIT,700300400010004250008300073381089569,218.84
6946560000,WITHDRAW,510002740070104480080040093020047800,803.99
6978700800,DEPOSIT,300104630001004530005900650805700060,147.99
6947251200,WITHDRAW,608002580000304019002380450690004048,309.46
6977923200,WITHDRAW,499100710008004009081010907900028005,383.47
6946732800,DEPOSIT,907001630303004000084680185300030007,668.39
6947164800,WITHDRAW,084043040063404057006440990208840870,882.21
6947078400,WITHDRAW,907001630303004000084680185300030007,285.72
6946992000,WITHDRAW,230800000172504282084010200418075682,454.89
6978009600,DEPOSIT,907001630303004000084680185300030007,709.03
6947164800,WITHDRAW,099006470140004001009000000604606030,788.7
1609459200,WITHDRAW,700300400010004250008300073381089569,580.02
6946819200,WITHDRAW,506005040003004800090350030990030271,840.29
6978268800,DEPOSIT,230800000172504282084010200418075682,713.83
6946560000,DEPOSIT,499100710008004009081010907900028005,497.13
6978528000,DEPOSIT,608002580000304019002380450690004048,183.4
6977923200,WITHDRAW,230800000172504282084010200418075682,741.14
6977923200,WITHDRAW,006300300330004036002000000206499364,708.24
6978268800,DEPOSIT,084043040063404057006440990208840870,936.37
6946992000,DEPOSIT,090991700000004093008010705306092070,991.23
6946819200,DEPOSIT,510002740070104480080040093020047800,420.98
6946732800,DEPOSIT,608002580000304019002380450690004048,398.95
6947078400,WITHDRAW,000707030903804300083000770090045009,875.64
1609459200,DEPOSIT,510002740070104480080040093020047800,319.61
6978096000,WITHDRAW,600003900342004195099100920184650457,341.04
6978355200,DEPOSIT,907001630303004000084680185300030007,622.57
6978268800,WITHDRAW,499100710008004009081010907900028005,699.83
6978787200,WITHDRAW,300104630001004530005900650805700060,681.72
6947251200,WITHDRAW,010314910112004000007300040000433979,658.74
6978700800,DEPOSIT,608002580000304019002380450690004048,469.13
6978009600,WITHDRAW,608002580000304019002380450690004048,956.92
6947078400,WITHDRAW,230800000172504282084010200418075682,979.72
6977836800,WITHDRAW,090991700000004093008010705306092070,677.7
6978700800,DEPOSIT,006300300330004036002000000206499364,130.56
6946905600,DEPOSIT,907001630303004000084680185300030007,204.62
6946560000,WITHDRAW,608002580000304019002380450690004048,869.78
6978441600,WITHDRAW,499100710008004009081010907900028005,149.93
6978009600,WITHDRAW,010314910112004000007300040000433979,526.32
6978614400,WITHDRAW,000707030903804300083000770090045009,912.45
6947251200,DEPOSIT,300104630001004530005900650805700060,136.84
6946992000,WITHDRAW,499100710008004009081010907900028005,351.73
6946560000,WITHDRAW,010314910112004000007300040000433979,475.27
6977836800,WITHDRAW,000707030903804300083000770090045009,695.09
6978182400,DEPOSIT,010314910112004000007300040000433979,712.7
6946732800,DEPOSIT,084043040063404057006440990208840870,421.98
6978355200,DEPOSIT,506005040003004800090350030990030271,185.07
6978787200,DEPOSIT,006300300330004036002000000206499364,383.69
6946819200,DEPOSIT,084043040063404057006440990208840870,798.47
1609459200,WITHDRAW,090991700000004093008010705306092070,953.24
6947078400,DEPOSIT,506005040003004800090350030990030271,996.75
6978614400,WITHDRAW,700300400010004250008300073381089569,968.93
6978614400,WITHDRAW,010314910112004000007300040000433979,287.52
6946992000,WITHDRAW,700300400010004250008300073381089569,166.61
6978096000,DEPOSIT,608002580000304019002380450690004048,174.27
1609459200,DEPOSIT,230800000172504282084010200418075682,781.35
6977923200,WITHDRAW,084043040063404057006440990208840870,560.1
6946646400,DEPOSIT,510002740070104480080040093020047800,205.32
6947164800,WITHDRAW,010314910112004000007300040000433979,201.28
6978614400,WITHDRAW,099006470140004001009000000604606030,900.4
6978268800,DEPOSIT,510002740070104480080040093020047800,869.52
6977836800,WITHDRAW,608002580000304019002380450690004048,660.68
6946992000,DEPOSIT,084043040063404057006440990208840870,892.88
6946646400,DEPOSIT,608002580000304019002380450690004048,512.95
6947164800,WITHDRAW,090991700000004093008010705306092070,468.94
6947251200,DEPOSIT,489100550007304000001060635500801303,512.79
1609459200,WITHDRAW,000707030903804300083000770090045009,917.21
6978614400,WITHDRAW,907001630303004000084680185300030007,690.99
6978009600,WITHDRAW,300104630001004530005900650805700060,233.57
6978096000,WITHDRAW,000707030903804300083000770090045009,127.94
6946819200,WITHDRAW,907001630303004000084680185300030007,852.39
6978528000,DEPOSIT,506005040003004800090350030990030271,912.43
6946819200,WITHDRAW,000707030903804300083000770090045009,612.52
